v-sweep	v(v1)	v(v2)	v(vout)
0.34	0.34	1.2	0.000528065103
0.35	0.35	1.2	0.00056858361
0.36	0.36	1.2	0.000605714274
0.37	0.37	1.2	0.00064025547
0.38	0.38	1.2	0.00067285367
0.39	0.39	1.2	0.000704050824
0.4	0.4	1.2	0.00073426843
0.41	0.41	1.2	0.00076382863
0.42	0.42	1.2	0.000793001347
0.43	0.43	1.2	0.000821988349
0.44	0.44	1.2	0.000850941769
0.45	0.45	1.2	0.000879982422
0.46	0.46	1.2	0.000909210096
0.47	0.47	1.2	0.000938709682
0.48	0.48	1.2	0.000968523153
0.49	0.49	1.2	0.000998706702
0.5	0.5	1.2	0.00102930433
0.51	0.51	1.2	0.00106034302
0.52	0.52	1.2	0.0010918611
0.53	0.53	1.2	0.00112388093
0.54	0.54	1.2	0.00115642607
0.55	0.55	1.2	0.00118953095
0.56	0.56	1.2	0.00122321421
0.57	0.57	1.2	0.00125751018
0.58	0.58	1.2	0.00129243306
0.59	0.59	1.2	0.00132802152
0.6	0.6	1.2	0.00136431715
0.61	0.61	1.2	0.00140135045
0.62	0.62	1.2	0.00143916684
0.63	0.63	1.2	0.00147781838
0.64	0.64	1.2	0.00151735618
0.65	0.65	1.2	0.00155785559
0.66	0.66	1.2	0.00159938585
0.67	0.67	1.2	0.00164203868
0.68	0.68	1.2	0.00168592446
0.69	0.69	1.2	0.00173116707
0.7	0.7	1.2	0.00177791166
0.71	0.71	1.2	0.00182636277
0.72	0.72	1.2	0.00187672749
0.73	0.73	1.2	0.00192930171
0.74	0.74	1.2	0.00198442265
0.75	0.75	1.2	0.0020425507
0.76	0.76	1.2	0.00210424751
0.77	0.77	1.2	0.00217027414
0.78	0.78	1.2	0.002241571
0.79	0.79	1.2	0.00231947346
0.8	0.8	1.2	0.00240572979
0.81	0.81	1.2	0.00250276073
0.82	0.82	1.2	0.00261395865
0.83	0.83	1.2	0.0027441063
0.84	0.84	1.2	0.00290010507
0.85	0.85	1.2	0.00309191072
0.86	0.86	1.2	0.0033339904
0.87	0.87	1.2	0.00364714192
0.88	0.88	1.2	0.00406049186
0.89	0.89	1.2	0.00461255568
0.9	0.9	1.2	0.0053498362
0.91	0.91	1.2	0.00632104668
0.92	0.92	1.2	0.00756784826
0.93	0.93	1.2	0.00911632515
0.94	0.94	1.2	0.0109740606
0.95	0.95	1.2	0.0131335921
0.96	0.96	1.2	0.0155792415
0.97	0.97	1.2	0.0182937657
0.98	0.98	1.2	0.0212633825
0.99	0.99	1.2	0.0244811013
1	1	1.2	0.0279490192
1.01	1.01	1.2	0.0316801883
1.02	1.02	1.2	0.0357002823
1.03	1.03	1.2	0.0400492016
1.04	1.04	1.2	0.0447824107
1.05	1.05	1.2	0.0499712197
1.06	1.06	1.2	0.0557008108
1.07	1.07	1.2	0.062064304
1.08	1.08	1.2	0.0691516445
1.09	1.09	1.2	0.0770345512
1.1	1.1	1.2	0.0857575611
1.11	1.11	1.2	0.0953495428
1.12	1.12	1.2	0.105879465
1.13	1.13	1.2	0.117591581
1.14	1.14	1.2	0.131255763
1.15	1.15	1.2	0.149973255
1.16	1.16	1.2	0.18953684
1.17	1.17	1.2	0.32787119
1.18	1.18	1.2	0.550994762
1.19	1.19	1.2	0.768571814
1.2	1.2	1.2	0.952222882
1.21	1.21	1.2	1.09937184
1.22	1.22	1.2	1.21324499
1.23	1.23	1.2	1.29923989
1.24	1.24	1.2	1.36295663
1.25	1.25	1.2	1.4094823
1.26	1.26	1.2	1.44306618
1.27	1.27	1.2	1.46707891
1.28	1.28	1.2	1.4841815
1.29	1.29	1.2	1.49634513
1.3	1.3	1.2	1.50501385
1.31	1.31	1.2	1.51123059
1.32	1.32	1.2	1.51570877
1.33	1.33	1.2	1.518952
1.34	1.34	1.2	1.52131174
1.35	1.35	1.2	1.52304434
1.36	1.36	1.2	1.52430438
1.37	1.37	1.2	1.52523364
1.38	1.38	1.2	1.52591764
1.39	1.39	1.2	1.52642189
1.4	1.4	1.2	1.52679362
1.41	1.41	1.2	1.52705609
1.42	1.42	1.2	1.52726151
1.43	1.43	1.2	1.52740499
1.44	1.44	1.2	1.52752049
1.45	1.45	1.2	1.52759333
1.46	1.46	1.2	1.52765897
1.47	1.47	1.2	1.52769711
1.48	1.48	1.2	1.52773403
1.49	1.49	1.2	1.52774974
1.5	1.5	1.2	1.52776453
1.51	1.51	1.2	1.52778251
1.52	1.52	1.2	1.52778528
1.53	1.53	1.2	1.52779302
1.54	1.54	1.2	1.52779738
1.55	1.55	1.2	1.527798
1.56	1.56	1.2	1.52780124
1.57	1.57	1.2	1.52780214
1.58	1.58	1.2	1.52778706
1.59	1.59	1.2	1.52778711
1.6	1.6	1.2	1.5277943
1.61	1.61	1.2	1.52778961
1.62	1.62	1.2	1.52778621
1.63	1.63	1.2	1.52778138
1.64	1.64	1.2	1.52777753
1.65	1.65	1.2	1.52777067
1.66	1.66	1.2	1.52776462
1.67	1.67	1.2	1.52776093
1.68	1.68	1.2	1.5277531
1.69	1.69	1.2	1.52774981
1.7	1.7	1.2	1.52774677
1.71	1.71	1.2	1.52773578
1.72	1.72	1.2	1.52773274
1.73	1.73	1.2	1.5277248
1.74	1.74	1.2	1.52770974
1.75	1.75	1.2	1.52771551
1.76	1.76	1.2	1.52769997
1.77	1.77	1.2	1.52769391
1.78	1.78	1.2	1.52768879
1.79	1.79	1.2	1.52767608
1.8	1.8	1.2	1.52766068
