 v-sweep         v(v1)           v(v2)           v(vout)        
 1.36000000e+00  1.36000000e+00  3.00000000e-01  1.79940383e+00 
 1.37000000e+00  1.37000000e+00  3.00000000e-01  1.79940383e+00 
 1.38000000e+00  1.38000000e+00  3.00000000e-01  1.79940383e+00 
 1.39000000e+00  1.39000000e+00  3.00000000e-01  1.79940383e+00 
 1.40000000e+00  1.40000000e+00  3.00000000e-01  1.79940382e+00 
 1.41000000e+00  1.41000000e+00  3.00000000e-01  1.79940383e+00 
 1.42000000e+00  1.42000000e+00  3.00000000e-01  1.79940383e+00 
 1.43000000e+00  1.43000000e+00  3.00000000e-01  1.79940383e+00 
 1.44000000e+00  1.44000000e+00  3.00000000e-01  1.79940383e+00 
 1.45000000e+00  1.45000000e+00  3.00000000e-01  1.79940383e+00 
 1.46000000e+00  1.46000000e+00  3.00000000e-01  1.79940383e+00 
 1.47000000e+00  1.47000000e+00  3.00000000e-01  1.79940383e+00 
 1.48000000e+00  1.48000000e+00  3.00000000e-01  1.79940383e+00 
 1.49000000e+00  1.49000000e+00  3.00000000e-01  1.79940383e+00 
 1.50000000e+00  1.50000000e+00  3.00000000e-01  1.79940383e+00 
 1.51000000e+00  1.51000000e+00  3.00000000e-01  1.79940383e+00 
 1.52000000e+00  1.52000000e+00  3.00000000e-01  1.79940383e+00 
 1.53000000e+00  1.53000000e+00  3.00000000e-01  1.79940383e+00 
 1.54000000e+00  1.54000000e+00  3.00000000e-01  1.79940383e+00 
 1.55000000e+00  1.55000000e+00  3.00000000e-01  1.79940383e+00 
 1.56000000e+00  1.56000000e+00  3.00000000e-01  1.79940383e+00 
 1.57000000e+00  1.57000000e+00  3.00000000e-01  1.79940383e+00 
 1.58000000e+00  1.58000000e+00  3.00000000e-01  1.79940383e+00 
 1.59000000e+00  1.59000000e+00  3.00000000e-01  1.79940383e+00 
 1.60000000e+00  1.60000000e+00  3.00000000e-01  1.79940383e+00 
 1.61000000e+00  1.61000000e+00  3.00000000e-01  1.79940383e+00 
 1.62000000e+00  1.62000000e+00  3.00000000e-01  1.79940382e+00 
 1.63000000e+00  1.63000000e+00  3.00000000e-01  1.79940382e+00 
 1.64000000e+00  1.64000000e+00  3.00000000e-01  1.79940382e+00 
 1.65000000e+00  1.65000000e+00  3.00000000e-01  1.79940383e+00 
 1.66000000e+00  1.66000000e+00  3.00000000e-01  1.79940383e+00 
 1.67000000e+00  1.67000000e+00  3.00000000e-01  1.79940383e+00 
 1.68000000e+00  1.68000000e+00  3.00000000e-01  1.79940383e+00 
 1.69000000e+00  1.69000000e+00  3.00000000e-01  1.79940382e+00 
 1.70000000e+00  1.70000000e+00  3.00000000e-01  1.79940383e+00 
 1.71000000e+00  1.71000000e+00  3.00000000e-01  1.79940383e+00 
 1.72000000e+00  1.72000000e+00  3.00000000e-01  1.79940383e+00 
 1.73000000e+00  1.73000000e+00  3.00000000e-01  1.79940383e+00 
 1.74000000e+00  1.74000000e+00  3.00000000e-01  1.79940383e+00 
 1.75000000e+00  1.75000000e+00  3.00000000e-01  1.79940383e+00 
 1.76000000e+00  1.76000000e+00  3.00000000e-01  1.79940383e+00 
 1.77000000e+00  1.77000000e+00  3.00000000e-01  1.79940382e+00 
 1.78000000e+00  1.78000000e+00  3.00000000e-01  1.79940383e+00 
 1.79000000e+00  1.79000000e+00  3.00000000e-01  1.79940383e+00 
 1.80000000e+00  1.80000000e+00  3.00000000e-01  1.79940383e+00 
 0.00000000e+00  0.00000000e+00  6.00000000e-01  9.17512727e-05 
 1.00000000e-02  1.00000000e-02  6.00000000e-01  9.87281267e-05 
